date;US;Brazil;India;Russia;Spain;United Kingdom;Italy;Peru;Iran;Mexico;France;Germany;Chile;South Africa;Turkey;Pakistan;Saudi Arabia;Colombia;China;Bangladesh;Canada;Argentina;Qatar;Belgium;Indonesia;Ecuador;Sweden;Iraq;Netherlands;Egypt;Philippines;Belarus;Ukraine;United Arab Emirates;Portugal;Kuwait;Kazakhstan;Singapore;Israel;Oman;Switzerland;Dominican Republic;Bolivia;Panama;Poland;Romania;Ireland;Japan;Bahrain;Afghanistan;Nigeria;Guatemala;Armenia;Austria;Honduras;Ghana;Serbia;Algeria;Korea, South;Azerbaijan;Morocco;Moldova;Denmark;Czechia;Kyrgyzstan;Australia;Uzbekistan;Cameroon;Nepal;Norway;Kenya;Venezuela;Malaysia;Cote d'Ivoire;Ethiopia;El Salvador;Costa Rica;Finland;Sudan;Bosnia and Herzegovina;Senegal;Bulgaria;North Macedonia;Luxembourg;Congo (Kinshasa);West Bank and Gaza;Guinea;Tajikistan;Madagascar;Gabon;Haiti;Hungary;Greece;Kosovo;Djibouti;Croatia;Thailand;Mauritania;Albania;Paraguay;Lebanon;Zambia;Central African Republic;Maldives;Cuba;Somalia;Equatorial Guinea;Estonia;Iceland;Lithuania;Slovenia;Slovakia;Sri Lanka;Nicaragua;Libya;Mali;New Zealand;Malawi;Congo (Brazzaville);South Sudan;Guinea-Bissau;Tunisia;Zimbabwe;Montenegro;Cabo Verde;Latvia;Eswatini;Sierra Leone;Cyprus;Diamond Princess;Niger;Uruguay;Rwanda;Burkina Faso;Jordan;Mozambique;Andorra;Georgia;Benin;Namibia;Yemen;Malta;Suriname;San Marino;Uganda;Chad;Jamaica;Liberia;Togo;Sao Tome and Principe;Taiwan*;Angola;Tanzania;Vietnam;Syria;Mauritius;Botswana;Gambia;Bahamas;Burma;Guyana;Lesotho;Comoros;Trinidad and Tobago;Mongolia;Cambodia;Burundi;Brunei;Eritrea;Monaco;Barbados;Liechtenstein;Belize;Bhutan;Seychelles;Antigua and Barbuda;Papua New Guinea;Saint Vincent and the Grenadines;Timor-Leste;Grenada;Fiji;Saint Lucia;Laos;Dominica;Saint Kitts and Nevis;Holy See;MS Zaandam;Western Sahara
2020-03-31;188724;5717;1397;2337;95923;38815;105792;1065;44605;1215;52827;71808;2844;1353;13531;2118;1563;906;82279;51;8527;1054;781;12775;1528;2240;4435;694;12667;710;2084;152;645;664;7443;289;343;926;5358;192;16605;1109;107;1181;2311;2245;3235;2255;567;174;135;38;532;10180;141;161;900;716;9786;298;617;353;3039;3308;107;4559;172;193;5;4641;59;135;2766;179;26;32;347;1418;7;420;175;399;329;2178;98;119;22;0;57;16;15;492;1314;106;30;867;1651;6;243;65;470;35;3;18;186;5;12;745;1135;537;802;363;143;5;10;28;647;0;19;0;8;394;8;109;6;398;9;1;262;712;27;338;75;261;274;8;376;110;9;11;0;169;9;236;44;7;36;3;34;0;322;7;19;212;10;143;4;4;14;15;12;0;0;87;12;109;2;129;15;52;34;68;3;4;10;7;1;1;1;9;5;13;9;12;8;6;2;0
2020-04-01;214205;6836;1998;2777;104118;43789;110574;1323;47593;1378;57749;77872;3137;1380;15679;2421;1720;1065;82361;54;9560;1054;835;13964;1677;2748;4947;728;13696;779;2311;163;794;814;8251;317;380;1000;6092;210;17768;1284;115;1181;2554;2460;3447;2535;569;237;174;39;571;10711;172;195;1060;847;9887;359;654;423;3290;3508;111;4862;181;233;5;4863;81;143;2908;190;29;32;375;1446;7;459;190;422;354;2319;109;134;30;0;57;18;16;525;1415;112;33;963;1771;6;259;69;479;36;3;19;212;5;15;779;1220;581;841;400;146;5;10;31;708;0;19;0;9;423;8;123;6;446;9;2;320;712;74;350;82;282;278;10;390;117;13;14;0;188;10;236;44;7;44;6;36;0;329;8;20;218;10;161;4;4;21;15;19;0;0;90;14;109;2;131;15;55;34;68;3;4;10;7;1;1;1;9;5;13;10;12;8;6;9;0
2020-04-02;244610;8044;2543;3548;112065;48718;115242;1414;50468;1510;59929;84794;3510;1462;18135;2686;1885;1161;82432;56;11284;1133;949;15348;1790;3163;5568;772;14788;865;2633;304;897;1024;9034;342;435;1049;6857;231;18827;1380;123;1317;2946;2738;3849;2818;643;273;184;47;663;11129;219;204;1171;986;9976;400;708;505;3573;3858;116;5116;205;306;6;5147;110;146;3116;194;29;41;396;1518;8;533;195;457;384;2487;134;161;52;0;59;21;16;585;1544;125;40;1011;1875;6;277;77;494;39;3;19;233;5;15;858;1319;649;897;426;151;5;11;36;797;3;22;0;9;455;9;144;6;458;9;2;356;712;98;369;84;288;299;10;428;134;13;14;0;196;10;245;45;8;47;6;39;0;339;8;20;233;16;169;4;4;24;20;19;0;0;94;14;110;3;133;22;60;46;75;3;5;10;9;1;2;1;10;7;13;10;12;9;7;9;0
2020-04-03;276547;9056;2567;4149;119199;53699;119827;1595;53183;1688;65202;91159;3843;1505;20921;2818;2039;1267;82511;61;12437;1265;1075;16770;1986;3368;6131;820;15821;985;3018;351;1072;1264;9886;417;464;1114;7428;252;19606;1488;132;1475;3383;3183;4273;3154;672;281;210;50;736;11524;222;205;1476;1171;10062;443;791;591;3946;4091;130;5330;227;509;6;5370;122;153;3333;218;35;46;416;1615;10;579;207;485;430;2612;134;194;73;0;70;21;18;623;1613;126;49;1079;1978;6;304;92;508;39;8;19;269;7;16;961;1364;696;934;450;159;5;11;39;868;3;22;0;15;495;9;174;6;493;9;2;396;712;120;386;89;302;310;10;439;155;16;14;0;202;10;245;48;8;47;7;40;0;348;8;20;237;16;186;4;4;24;20;23;0;0;98;14;114;3;134;22;64;51;76;4;5;10;15;1;3;1;12;7;13;10;12;9;7;9;0
2020-04-04;309699;10360;3082;4731;126168;57772;124632;1746;55743;1890;69500;96092;4355;1585;23934;3157;2179;1406;82543;70;12978;1451;1325;18431;2092;3465;6443;878;16727;1070;3094;440;1225;1505;10524;479;531;1189;7851;277;20505;1488;139;1673;3627;3613;4604;3525;688;299;214;61;770;11781;264;205;1624;1251;10156;521;919;752;4269;4472;144;5550;266;555;9;5550;126;155;3483;245;38;56;435;1882;10;624;219;503;483;2729;154;217;111;0;70;21;20;678;1673;135;50;1126;2067;6;333;96;520;39;8;19;288;7;16;1039;1417;771;977;471;166;5;18;41;950;4;22;0;18;553;9;201;7;509;9;4;426;712;144;400;102;318;323;10;466;162;16;14;0;213;10;259;48;9;53;10;41;0;355;10;20;240;16;196;4;4;28;21;23;0;0;103;14;114;3;135;29;66;52;77;4;5;10;15;1;7;1;12;12;14;10;14;9;7;9;0
2020-04-05;337573;11130;3588;5389;131646;61422;128948;2281;58226;2143;71412;100123;4665;1655;27069;3766;2402;1485;82602;88;15756;1451;1604;19691;2273;3646;6830;961;17953;1173;3246;562;1308;1799;11278;556;584;1309;8430;298;21100;1745;157;1801;4102;3864;4994;3876;700;349;232;61;822;12051;268;214;1908;1320;10237;584;1021;864;4561;4587;147;5687;342;650;9;5687;142;159;3662;261;43;62;454;1927;12;654;222;531;555;2804;154;237;121;0;72;21;21;733;1735;140;59;1182;2169;6;361;104;527;39;8;19;320;7;16;1097;1486;811;997;485;176;6;18;45;1039;4;45;1;18;574;9;214;7;533;9;6;446;712;184;406;104;345;345;10;501;174;22;16;0;227;10;266;52;9;58;13;44;0;363;14;22;241;19;227;6;4;28;21;24;0;0;104;14;114;3;135;29;73;56;77;5;5;10;15;1;7;1;12;12;14;11;14;10;7;9;4
2020-04-06;367215;12161;4778;6343;136675;66738;132547;2561;60500;2439;75343;103374;5009;1686;30217;4035;2605;1579;82665;123;16563;1554;1832;20814;2491;3747;7206;1031;18926;1322;3660;700;1319;2076;11730;665;662;1375;8904;331;21657;1828;183;1988;4413;4057;5364;4110;756;367;238;70;833;12297;298;214;2200;1423;10284;641;1120;965;4875;4822;216;5797;457;658;9;5865;158;165;3793;323;44;69;467;2176;12;674;226;549;570;2843;161;254;128;0;82;24;24;744;1755;145;90;1222;2220;6;377;113;541;39;8;19;350;7;16;1108;1562;843;1021;534;178;6;19;47;1106;5;45;1;18;596;10;233;7;542;10;6;465;712;253;415;105;364;349;10;525;188;26;16;0;241;10;266;52;9;58;14;58;4;373;16;24;245;19;244;6;4;29;22;31;0;0;105;15;114;3;135;31;77;60;77;7;5;11;15;2;7;1;12;14;14;12;15;10;7;9;4
2020-04-07;397992;14034;5311;7497;141942;72224;135586;2954;62589;2785;79163;107663;5310;1749;34109;4263;2795;1780;82718;164;17872;1628;2057;22194;2738;3747;7693;1122;19709;1450;3764;861;1462;2359;12442;743;697;1481;9248;371;22253;1956;194;2100;4848;4417;5709;4485;811;423;254;77;853;12639;305;287;2447;1468;10331;717;1184;1056;5266;5017;228;5895;520;658;9;6086;172;165;3963;349;52;78;483;2308;14;764;237;577;599;2970;180;261;144;0;88;30;25;817;1832;165;90;1282;2258;6;383;115;548;39;8;19;396;8;16;1149;1586;880;1059;581;185;6;20;56;1160;8;45;2;33;623;11;241;7;548;10;6;494;712;278;424;105;384;353;10;545;196;26;16;0;293;10;279;52;10;63;14;65;4;376;17;24;249;19;268;6;4;33;22;33;0;0;107;15;115;3;135;31;79;63;78;7;5;11;19;2;8;1;12;15;14;14;15;11;7;9;4
2020-04-08;429686;16170;5916;8672;148220;77387;139422;4342;64586;3181;83057;113296;5740;1845;38226;4489;2932;2054;82809;218;19141;1715;2210;23403;2956;4450;8419;1202;20682;1560;3870;1066;1668;2659;13141;855;727;1623;9404;419;23280;2111;210;2249;5205;4761;6074;5020;823;444;276;87;881;12942;312;313;2666;1572;10384;822;1275;1174;5597;5312;270;6010;545;730;9;6086;179;167;4119;384;55;93;502;2487;14;804;244;593;617;3034;180;263;164;0;93;34;27;895;1884;184;135;1343;2369;6;400;119;576;39;8;19;457;12;18;1185;1616;912;1091;682;189;6;21;59;1210;8;45;2;33;628;11;248;7;577;12;7;526;712;342;456;110;414;358;17;564;211;26;16;0;299;10;279;53;10;63;31;70;4;379;19;25;251;19;273;6;4;40;22;37;0;0;107;16;117;3;135;33;81;63;78;8;5;11;19;2;8;1;12;15;14;15;15;11;8;9;4
2020-04-09;464442;18092;6725;10131;153222;82293;143626;5256;66220;3441;87366;118181;6166;1934;42282;4695;3287;2223;82883;330;20654;1795;2376;24983;3293;4965;9141;1232;21903;1699;4076;1486;1892;2990;13956;910;781;1910;9968;457;24051;2349;264;2528;5575;5202;6574;5614;887;484;288;95;921;13244;343;378;2867;1666;10423;926;1374;1289;5830;5569;280;6108;582;730;9;6211;184;171;4228;444;56;103;539;2605;15;858;250;618;663;3115;180;263;194;0;93;44;30;980;1955;224;135;1407;2423;7;409;124;582;39;8;19;515;12;18;1207;1648;955;1124;701;190;7;24;74;1239;8;60;3;36;643;11;252;7;589;12;7;564;712;410;473;110;443;372;17;583;218;26;16;0;337;10;333;53;11;63;31;73;4;380;19;25;255;19;314;13;4;41;23;37;0;0;109;16;119;3;135;33;84;66;78;9;5;11;19;2;12;1;12;15;14;16;15;11;8;9;4
2020-04-10;497943;19638;7598;11917;158273;86660;147577;5897;68192;3844;91738;122171;6695;2003;47029;5011;3651;2473;82941;424;22059;1975;2512;26667;3512;7161;9685;1279;23249;1794;4195;1981;2203;3360;15472;993;812;2108;10408;484;24551;2620;268;2752;5955;5467;8089;6250;925;521;305;126;937;13555;382;378;3105;1761;10450;991;1448;1438;6014;5732;298;6215;624;820;9;6314;189;171;4346;444;65;117;558;2769;17;901;265;635;711;3223;215;267;212;0;93;44;31;1190;2011;227;150;1495;2473;7;416;129;609;40;8;19;564;21;18;1258;1675;999;1160;715;190;7;24;87;1283;9;60;4;36;671;13;255;7;612;12;8;595;712;438;494;118;443;372;20;601;234;35;16;1;350;10;344;53;11;63;37;76;4;382;19;32;257;19;318;13;4;42;27;37;0;0;109;16;119;3;136;34;90;67;79;10;5;11;19;2;12;2;14;16;15;16;16;12;8;9;4
2020-04-11;527969;20727;8446;13584;163027;90273;152271;6848;70029;4219;94863;124908;7366;2028;52167;5230;4033;2709;83014;482;23316;1975;2728;28018;3842;7257;10151;1318;24571;1939;4428;2226;2511;3736;15987;1154;865;2299;10743;546;25107;2759;275;2974;6356;5990;8928;6951;1040;555;318;137;967;13806;392;408;3380;1825;10480;1058;1545;1560;6191;5831;339;6303;767;820;9;6409;191;175;4530;533;69;118;577;2905;19;946;278;661;760;3270;223;268;250;0;102;46;33;1310;2081;250;187;1534;2518;7;433;133;619;40;8;19;620;21;18;1304;1689;1026;1188;728;198;8;24;87;1312;12;60;4;38;685;14;263;8;630;12;8;616;712;491;501;120;484;381;20;601;242;35;16;1;370;10;356;53;11;65;48;76;4;385;19;32;258;25;319;13;9;46;38;45;0;0;112;16;120;5;136;34;92;68;79;13;5;11;21;2;12;2;14;16;15;18;16;12;8;9;4
2020-04-12;556522;22192;9205;15770;166831;93812;156363;7519;71686;4661;121712;127854;7652;2173;56956;5496;4462;2776;83134;621;24299;2142;2979;29647;4241;7466;10483;1352;25746;2065;4648;2578;2777;4123;16585;1234;951;2532;11145;599;25415;2967;300;3234;6674;6300;9655;7473;1136;607;323;155;1013;13945;393;566;3630;1914;10512;1098;1661;1662;6369;5991;377;6315;865;820;12;6525;197;181;4683;574;71;125;595;2974;19;1009;280;675;828;3281;234;271;250;0;106;49;33;1410;2114;283;214;1600;2551;7;446;134;630;43;8;20;669;25;21;1309;1701;1053;1205;742;210;9;25;105;1330;13;60;4;38;707;14;272;8;651;14;10;633;712;529;480;126;497;389;21;638;257;35;16;1;378;10;356;54;18;69;50;76;4;388;19;32;262;25;324;13;9;46;41;45;0;0;113;16;122;5;136;34;93;71;79;14;5;11;21;2;12;2;14;16;15;19;16;12;8;9;6
2020-04-13;581813;23430;10453;18328;170099;98017;159516;9784;73303;5014;125394;130072;7964;2272;61049;5837;4934;2852;83213;803;25680;2208;3231;30589;4557;7529;10948;1378;26710;2190;4932;2919;3102;4521;16934;1300;1091;2918;11586;727;25688;3167;330;3400;6934;6633;10647;7773;1361;665;343;156;1039;14041;397;566;4054;1983;10537;1148;1763;1712;6513;6059;419;6351;998;820;14;6603;208;189;4817;626;74;137;612;3064;29;1037;291;685;854;3292;235;273;319;0;106;57;40;1458;2145;362;298;1650;2579;7;467;147;632;45;11;20;726;60;21;1332;1711;1062;1212;769;217;9;26;123;1349;16;60;4;38;726;17;274;10;655;15;10;662;712;529;483;127;497;391;21;646;272;35;16;1;384;10;356;54;23;73;59;77;4;393;19;49;265;25;324;13;9;47;62;45;0;0;113;17;122;5;136;34;93;72;79;18;5;11;23;2;12;4;14;16;15;19;16;12;8;9;6
2020-04-14;608878;25262;11487;21102;172541;102365;162488;10303;74877;5399;130365;131359;8356;2415;65111;6383;5369;2979;83306;1012;27035;2277;3428;31119;4839;7603;11445;1400;27580;2350;5223;3281;3372;4933;17448;1355;1232;3252;12046;813;25936;3286;354;3472;7202;6879;11479;8277;1528;714;373;167;1067;14226;407;636;4465;2070;10564;1197;1888;1934;6706;6111;430;6415;1165;848;16;6623;216;189;4987;638;82;149;618;3161;32;1083;299;713;908;3307;241;284;363;0;108;57;40;1512;2170;377;363;1704;2613;7;475;159;641;45;11;20;766;60;41;1373;1720;1070;1220;835;233;9;35;144;1366;16;60;4;38;747;17;283;11;657;15;11;695;712;570;492;134;528;397;28;659;300;35;16;1;393;10;371;55;23;73;59;77;4;393;19;53;266;29;324;13;9;49;63;47;0;0;113;30;122;5;136;34;93;72;79;18;5;11;23;2;12;6;14;16;15;19;16;14;8;9;6
2020-04-15;637974;28320;12322;24490;177644;107465;165155;11475;76389;5847;133585;134753;8712;2506;69392;6919;5862;3105;83356;1231;28209;2443;3711;33573;5136;7858;11927;1415;28316;2505;5453;3728;3764;5365;18091;1405;1295;3699;12501;910;26336;3614;397;3574;7582;7216;12547;8835;1671;784;407;180;1111;14336;419;636;4873;2160;10591;1253;2024;2049;6876;6216;449;6440;1302;848;16;6740;225;197;5072;638;85;159;626;3237;32;1110;314;747;974;3373;254;291;404;0;110;80;41;1579;2192;387;435;1741;2643;7;494;161;658;48;12;22;814;80;51;1400;1727;1091;1248;863;238;9;48;148;1386;16;117;4;43;780;23;288;56;666;15;13;715;712;584;493;136;542;401;29;673;306;35;16;1;399;10;372;55;23;125;59;81;4;395;19;88;267;33;324;13;9;49;74;55;0;0;114;30;122;5;136;35;93;73;79;18;5;11;23;2;12;8;14;16;15;19;16;14;8;9;6
2020-04-16;669272;30425;13430;27938;184948;112808;168941;12491;77995;6297;146075;137698;9246;2605;74193;7025;6380;3233;83403;1572;30809;2571;4103;34809;5516;8225;12540;1434;29383;2673;5660;4204;4161;5825;18841;1524;1402;4427;12758;1019;26732;3755;441;3751;7918;7707;13271;9398;1700;840;442;196;1159;14476;426;641;5318;2268;10613;1283;2283;2154;7074;6433;466;6462;1349;996;16;6896;234;204;5182;654;92;164;642;3369;32;1167;335;800;1081;3444;267;294;438;0;111;80;41;1652;2207;423;591;1791;2672;7;518;174;663;48;12;25;862;80;51;1434;1739;1128;1268;977;238;9;49;171;1401;16;117;4;43;822;23;303;56;675;16;15;735;712;584;502;138;546;402;31;673;348;35;16;1;412;10;426;55;27;143;59;81;4;395;19;94;268;33;324;15;9;53;85;55;0;0;114;31;122;5;136;35;93;75;79;18;5;11;23;7;12;18;14;17;15;19;16;14;8;9;6
2020-04-17;701996;33682;14352;32008;190839;117798;172434;13489;79494;6875;148084;141397;9691;2783;78546;7638;7142;3439;83760;1838;32814;2669;4663;36138;5923;8450;13216;1482;30619;2844;5878;4779;4662;6302;19022;1658;1546;5050;12982;1069;27078;4126;465;4016;8379;8067;13980;9958;1740;906;493;214;1201;14595;442;641;5690;2418;10635;1340;2564;2264;7268;6549;489;6522;1405;996;30;6937;246;204;5251;688;96;177;649;3489;33;1214;342;846;1117;3480;287;307;477;0;117;108;43;1763;2224;449;732;1814;2700;7;539;199;668;52;12;28;923;116;79;1459;1754;1149;1304;1049;244;9;49;171;1409;17;143;4;43;864;24;303;56;682;16;26;750;712;627;508;143;557;407;34;696;370;35;16;1;422;10;435;56;27;143;76;83;4;395;19;147;268;38;324;15;9;54;88;63;0;0;114;31;122;5;136;35;94;75;79;18;5;11;23;7;12;18;14;17;15;19;16;14;8;9;6
2020-04-18;730337;36658;15722;36793;191726;122534;175925;14420;80868;7497;148086;143342;10598;3034;82329;8348;8274;3621;83787;2144;34356;2758;5008;37183;6248;9022;13822;1513;31766;3032;6087;5297;5106;6302;19685;1751;1615;5992;13265;1180;27404;4335;493;4210;8742;8418;14758;10548;1773;933;542;235;1248;14671;457;834;5994;2534;10653;1373;2685;2378;7437;6606;506;6568;1490;1017;31;7036;262;227;5305;801;105;190;655;3681;66;1268;350;878;1170;3537;307;313;518;0;120;108;44;1834;2235;480;732;1832;2733;7;548;202;672;57;12;35;986;135;79;1512;1760;1239;1317;1089;254;9;49;216;1422;17;143;4;46;864;25;307;58;712;22;30;761;712;639;517;144;565;413;35;704;388;35;16;1;426;10;455;55;33;163;76;84;4;398;24;147;268;38;325;15;9;55;98;63;0;0;114;31;122;5;137;39;94;75;79;18;5;11;23;7;12;18;14;17;15;19;16;14;8;9;6
2020-04-19;756375;38654;17615;42853;198674;126394;178972;15628;82211;8261;153011;145184;10956;3158;86306;8418;9362;3792;83805;2456;35633;2839;5448;38496;6575;9468;14385;1539;32838;3144;6259;5807;5449;6781;20206;1915;1676;6588;13491;1266;27740;4680;520;4273;9287;8746;15251;10914;1881;996;627;257;1291;14749;472;1042;6318;2629;10661;1398;2855;2472;7580;6746;554;6610;1565;1017;31;7078;270;256;5389;847;108;201;660;3783;66;1285;367;894;1207;3550;327;319;579;0;121;109;47;1916;2235;510;846;1871;2765;7;562;206;673;61;12;52;1035;164;79;1528;1771;1298;1330;1161;271;10;51;224;1431;17;143;4;50;879;25;308;61;727;22;35;767;712;648;528;147;576;417;39;713;394;35;16;1;427;10;461;55;33;173;91;84;4;420;24;170;268;39;328;20;10;55;111;65;0;0;114;32;122;5;138;39;94;75;81;18;5;11;23;7;12;19;14;17;15;19;16;14;8;9;6
2020-04-20;783716;40743;18539;47121;200210;131260;181228;16325;83505;8772;155393;147065;11375;3300;90980;9565;10484;3977;83817;2948;37658;2941;6015;39983;6760;10128;14777;1574;33588;3333;6459;6264;5710;7265;20863;1995;1852;8014;13713;1410;27944;4964;564;4467;9593;8936;15652;11258;1907;1026;665;289;1339;14795;477;1042;6630;2718;10674;1436;3046;2548;7711;6900;568;6623;1627;1163;31;7156;281;256;5425;847;111;218;662;3868;107;1309;377;929;1225;3558;332;329;622;0;121;120;57;1984;2245;561;846;1881;2792;7;584;208;677;65;12;69;1087;237;79;1535;1773;1326;1335;1173;304;10;51;246;1440;17;160;4;50;884;25;312;67;739;24;43;772;712;648;535;147;581;425;39;717;402;54;16;1;431;10;462;56;33;223;99;84;4;422;24;254;268;39;328;20;10;60;119;65;0;0;114;33;122;5;138;39;94;75;81;18;5;11;23;7;12;22;14;18;15;19;16;15;9;9;6
2020-04-21;809318;43079;20080;52763;204178;136035;183957;17837;84802;9501;158168;148291;11700;3465;95591;10076;11631;4149;83853;3382;39402;3031;6533;40956;7135;10398;15322;1602;34317;3490;6599;6723;6125;7755;21379;2080;1995;9125;13942;1508;28063;5044;598;4658;9856;9242;16040;11641;1973;1092;665;294;1401;14873;494;1042;6890;2811;10683;1480;3209;2614;7891;7033;590;6645;1678;1163;43;7191;296;285;5482;916;114;225;669;4014;107;1342;412;975;1231;3618;350;329;688;0;121;156;57;2098;2401;598;945;1908;2811;7;609;208;677;70;14;83;1137;286;83;1552;1778;1350;1344;1199;310;10;51;258;1445;18;165;4;50;884;28;313;68;748;31;50;784;712;657;543;150;600;428;39;717;408;54;16;1;443;10;476;61;33;223;101;86;4;425;24;254;268;42;328;20;10;65;121;66;0;0;115;34;122;5;138;39;94;75;81;18;6;11;23;7;12;23;14;18;15;19;16;15;9;9;6
2020-04-22;837422;45757;21370;57999;208389;141540;187327;19250;85996;10544;155980;150648;12164;3635;98674;11155;12772;4356;83868;3772;41663;3144;7141;41889;7418;10850;16004;1631;35032;3659;6710;7281;6592;8238;21982;2248;2135;10141;14498;1614;28268;5300;609;4821;10169;9710;16671;12037;2027;1176;873;316;1473;14925;510;1154;7144;2910;10694;1518;3446;2778;8108;7132;612;6652;1716;1163;45;7338;303;288;5532;952;116;237;681;4129;140;1368;442;1024;1259;3654;359;335;761;0;121;166;62;2168;2408;604;974;1950;2826;7;634;213;682;74;14;86;1189;286;84;1559;1785;1370;1353;1244;330;10;59;293;1451;23;186;4;50;909;28;315;73;761;31;61;790;712;662;549;153;609;435;41;723;416;54;16;1;444;10;488;63;33;233;101;88;4;426;25;284;268;42;329;22;10;65;123;67;0;0;115;35;122;11;138;39;94;75;81;18;6;11;24;8;13;23;15;18;15;19;16;15;9;9;6
2020-04-23;871617;50036;23077;62773;213024;146708;189973;20914;87026;11633;158303;153129;12680;3953;101790;11940;13930;4561;83884;4186;43299;3435;7764;42797;7775;11183;16755;1677;35921;3891;6981;8022;7170;8756;22353;2399;2289;11178;14803;1716;28496;5543;703;5166;10511;10096;17607;12469;2217;1279;981;384;1523;15002;519;1154;7276;3007;10708;1548;3568;2926;8271;7187;631;6662;1758;1334;48;7401;320;311;5603;1004;116;250;686;4284;174;1413;479;1097;1300;3665;377;336;862;0;121;167;72;2284;2463;630;986;1981;2839;7;663;213;688;76;16;108;1235;328;84;1592;1789;1398;1366;1325;368;11;60;309;1456;33;186;5;50;918;28;316;82;778;31;64;795;712;671;557;154;616;437;46;723;425;54;16;1;445;10;501;74;33;257;101;88;4;427;25;284;268;42;331;22;10;72;139;70;0;0;115;36;122;11;138;39;94;76;81;18;7;11;24;8;13;23;15;18;15;19;16;15;9;9;6
2020-04-24;907908;54043;24530;68622;202990;151689;192994;21648;88194;12872;159952;154999;13174;4220;104912;12723;15102;4881;83899;4689;44919;3607;8525;44293;8211;22719;17567;1708;36729;4092;7192;8773;7647;9281;22797;2614;2482;12075;15058;1790;28677;5749;807;5338;10892;10417;18184;12854;2518;1351;1095;430;1596;15071;591;1279;7483;3127;10718;1592;3758;3110;8408;7273;665;6677;1804;1430;49;7463;336;318;5691;1077;117;274;687;4395;174;1421;545;1234;1326;3695;394;340;954;0;122;172;72;2443;2490;669;999;2009;2907;7;678;223;696;84;16;129;1285;328;214;1605;1789;1410;1373;1360;420;11;61;325;1461;33;200;5;52;922;29;319;88;784;36;82;804;712;681;563;176;629;441;65;731;444;54;16;1;447;10;513;75;40;288;117;90;4;428;25;299;270;42;331;22;10;73;144;73;0;0;115;37;122;11;138;39;94;77;81;18;7;11;24;8;14;24;15;18;15;19;16;15;9;9;6
2020-04-25;940829;59324;26283;74588;205905;155453;195351;25331;89328;13842;161644;156513;14537;4361;107773;13328;16299;5142;83909;4998;46371;3780;9358;45325;8607;22719;18177;1763;37384;4319;7294;9590;8125;9813;23392;2892;2601;12693;15298;1905;28894;5926;866;5538;11273;10635;18561;13186;2588;1463;1182;473;1677;15148;627;1279;7779;3256;10728;1617;3897;3304;8643;7352;665;6694;1862;1518;49;7499;343;323;5742;1077;122;274;693;4475;213;1486;614;1247;1367;3711;416;342;996;0;123;176;72;2443;2506;703;1008;2016;2907;7;712;228;704;84;16;177;1337;390;258;1635;1790;1426;1388;1373;460;12;61;370;1470;33;200;5;52;939;31;320;90;804;56;82;810;712;684;596;183;629;444;70;738;456;54;16;1;448;10;513;75;46;305;120;96;4;429;25;299;270;42;331;22;10;78;146;73;0;0;115;37;122;11;138;39;94;79;81;18;7;11;24;8;14;24;18;18;15;19;16;15;9;9;6
2020-04-26;968518;63100;27890;80949;207634;158926;197675;27517;90481;14677;162220;157770;15010;4546;110130;13915;17522;5379;83912;5416;48033;3892;10287;46134;8882;22719;18640;1820;38040;4534;7579;10463;8617;10349;23864;3075;2717;13624;15443;1998;29061;6135;950;5779;11617;11036;19262;13405;2647;1531;1273;500;1746;15225;627;1550;8042;3382;10738;1645;4065;3408;8773;7404;682;6714;1869;1621;52;7527;355;325;5780;1150;123;298;695;4576;237;1516;671;1300;1386;3723;442;342;996;0;124;176;74;2500;2517;731;1023;2030;2922;7;726;228;707;88;19;214;1369;436;258;1643;1792;1438;1396;1379;523;13;61;389;1469;34;200;6;53;949;31;321;106;812;59;93;817;712;696;606;191;632;447;76;738;486;64;16;1;448;10;538;79;46;350;124;98;4;429;26;299;270;43;332;22;10;80;146;74;0;0;115;38;122;11;138;39;94;79;82;18;7;11;24;8;14;24;18;18;15;19;16;15;9;9;6
2020-04-27;990983;67446;29451;87147;209465;163630;199414;28699;91472;15529;165963;158758;15492;4793;112261;14612;18811;5597;83918;5913;49616;4003;11244;46687;9096;23240;18926;1847;38440;4782;7777;11289;9009;10839;24027;3288;2835;14423;15555;2049;29164;6293;1014;6021;11902;11339;19648;13576;2723;1703;1337;530;1808;15274;661;1550;8275;3517;10752;1678;4120;3481;8896;7445;695;6721;1904;1705;52;7599;363;329;5820;1164;124;323;697;4695;275;1565;736;1363;1399;3729;459;342;1163;0;128;211;76;2583;2534;763;1035;2039;2931;7;736;228;710;88;19;226;1389;480;258;1647;1792;1449;1402;1381;588;13;61;408;1472;36;200;6;73;967;32;321;109;818;65;93;822;712;701;620;207;635;449;76;743;497;64;16;1;450;10;538;79;46;364;124;98;4;429;27;299;270;43;334;22;10;80;146;74;0;0;116;38;122;11;138;39;95;80;82;18;7;11;24;8;15;24;18;18;15;19;16;15;9;9;6
